element_name,element
annoyed,annoyed
appear,appear
apprised,apprised
argument,argument
arising,arising
article,article
augments,augments
auspex,auspex
author,author
authorize,authorize
authorizes,authorizes
avert,avert
away,away
beyond,beyond
bloody,bloody
borrowed,borrowed
britain,britain
britannic,britannic
calamitous,calamitous
capital,capital
captivity,captivity
carry,carry
celerity,celerity
changed,changed
checking,checking
chiefly,chiefly
child,child
clog,clog
clouded,clouded
commanding,commanding
compatible,compatible
completely,completely
conclusion,conclusion
condign,condign
conference,conference
confirmed,confirmed
congratulation,congratulation
consented,consented
consequently,consequently
consoling,consoling
contemplating,contemplating
continually,continually
contrast,contrast
cooperate,cooperate
decay,decay
deceive,deceive
dependency,dependency
derives,derives
deserves,deserves
destruction,destruction
destructive,destructive
dey,dey
difference,difference
diminished,diminished
discord,discord
discover,discover
display,display
disquietude,disquietude
doubtless,doubtless
drain,drain
emperor,emperor
enjoy,enjoy
enjoyed,enjoyed
enjoys,enjoys
enmity,enmity
enormous,enormous
envoy,envoy
equaled,equaled
error,error
estimation,estimation
evil,evil
examination,examination
exceeding,exceeding
excepts,excepts
excite,excite
exhausting,exhausting
exhibit,exhibit
expensive,expensive
external,external
extinction,extinction
fair,fair
father,father
favorite,favorite
fervent,fervent
forgiveness,forgiveness
forwarding,forwarding
founded,founded
frequent,frequent
frigate,frigate
fully,fully
garrisoning,garrisoning
gratifying,gratifying
grievous,grievous
guarantee,guarantee
harbor,harbor
heart,heart
heavy,heavy
heretofore,heretofore
hunting,hunting
illusory,illusory
immense,immense
impel,impel
importing,importing
impunity,impunity
induced,induced
ingredient,ingredient
innocent,innocent
inviting,inviting
involved,involved
join,join
judgment,judgment
latest,latest
letter,letter
light,light
luster,luster
madrid,madrid
maintained,maintained
majesty,majesty
maturing,maturing
menaced,menaced
met,met
mine,mine
mingle,mingle
misled,misled
misunderstanding,misunderstanding
mitigate,mitigate
molestation,molestation
moreover,moreover
morocco,morocco
murder,murder
murderer,murderer
murdering,murdering
namely,namely
negotiated,negotiated
neighbor,neighbor
neutral,neutral
northwest,northwest
observance,observance
obtaining,obtaining
officially,officially
opening,opening
option,option
overbalanced,overbalanced
pay,pay
perfection,perfection
position,position
preexisting,preexisting
probability,probability
profound,profound
prolong,prolong
proportionally,proportionally
prosper,prosper
quiet,quiet
receives,receives
recognition,recognition
recovered,recovered
reflect,reflect
regarded,regarded
regency,regency
region,region
reinforce,reinforce
relative,relative
remonstrance,remonstrance
repeat,repeat
replenishing,replenishing
repose,repose
restoration,restoration
restrained,restrained
retaliation,retaliation
review,review
sacred,sacred
sanguine,sanguine
say,say
shock,shock
sight,sight
site,site
solicitude,solicitude
spring,spring
subjected,subjected
subsisted,subsisted
subsistence,subsistence
suffering,suffering
summary,summary
supplying,supplying
surpassed,surpassed
think,think
threaten,threaten
unadjusted,unadjusted
undecaying,undecaying
unfolded,unfolded
unfortunate,unfortunate
uniformly,uniformly
unknown,unknown
unusually,unusually
urge,urge
usual,usual
violated,violated
wearing,wearing
wholesome,wholesome
woman,woman
ablest,ablest
academy,academy
accept,accept
address,address
adjourned,adjourned
admit,admit
agency,agency
along,along
amongst,amongst
andrew,andrew
appeared,appeared
appointed,appointed
april,april
aranjuez,aranjuez
arbiter,arbiter
ardently,ardently
assembly,assembly
assimilation,assimilation
assist,assist
avoided,avoided
barely,barely
bay,bay
becomes,becomes
begin,begin
beneficial,beneficial
benson,benson
board,board
boston,boston
boundary,boundary
brittanic,brittanic
broke,broke
calamity,calamity
canada,canada
captured,captured
catholic,catholic
center,center
cheap,cheap
choice,choice
chosen,chosen
civilized,civilized
cogent,cogent
colerain,colerain
collecting,collecting
communicating,communicating
complicated,complicated
composed,composed
conception,conception
conformity,conformity
congratulate,congratulate
consent,consent
constantly,constantly
contains,contains
contemplated,contemplated
contract,contract
cordial,cordial
cordially,cordially
cost,cost
creation,creation
croix,croix
cruiser,cruiser
date,date
decision,decision
declining,declining
dedicated,dedicated
deeming,deeming
departure,departure
deputy,deputy
desirableness,desirableness
detroit,detroit
devolved,devolved
diminish,diminish
disadvantage,disadvantage
disappointment,disappointment
discharging,discharging
discouraging,discouraging
discovery,discovery
dispute,dispute
disturbance,disturbance
doubly,doubly
drawing,drawing
easily,easily
east,east
education,education
egbert,egbert
entire,entire
equipping,equipping
european,european
evacuation,evacuation
eventually,eventually
everywhere,everywhere
excellent,excellent
exception,exception
exclude,exclude
exempt,exempt
expose,expose
expression,expression
extended,extended
favor,favor
final,final
flag,flag
florida,florida
flourishing,flourishing
following,following
forget,forget
fort,fort
fortitude,fortitude
framing,framing
french,french
garrison,garrison
going,going
gradual,gradual
gratifies,gratifies
greatly,greatly
grow,grow
guardian,guardian
highly,highly
homogenous,homogenous
impair,impair
import,import
impracticable,impracticable
improved,improved
incursion,incursion
independence,independence
indicate,indicate
indie,indie
inexpedient,inexpedient
insecure,insecure
insure,insure
interference,interference
interruption,interruption
john,john
journey,journey
leaf,leaf
left,left
length,length
liable,liable
liberation,liberation
london,london
lot,lot
maturity,maturity
maxim,maxim
mediterranean,mediterranean
meeting,meeting
mentioned,mentioned
message,message
miami,miami
michilimackinac,michilimackinac
midst,midst
minister,minister
moderate,moderate
month,month
motive,motive
narrow,narrow
natchez,natchez
naval,naval
navy,navy
nearer,nearer
neutrality,neutrality
niagara,niagara
occasioned,occasioned
occupy,occupy
occupying,occupying
occurred,occurred
october,october
oswego,oswego
overcome,overcome
parcel,parcel
passamaquoddy,passamaquoddy
patronize,patronize
perfectly,perfectly
perpetual,perpetual
possession,possession
posterity,posterity
practicing,practicing
precarious,precarious
predatory,predatory
preliminary,preliminary
premium,premium
preserved,preserved
previous,previous
privation,privation
proceed,proceed
procrastinated,procrastinated
professor,professor
promptly,promptly
protecting,protecting
province,province
purse,purse
pursuance,pursuance
pursuit,pursuit
receipt,receipt
reception,reception
recurring,recurring
reenforcement,reenforcement
relief,relief
repeatable,repeatable
repugnant,repugnant
requires,requires
reserve,reserve
running,running
see,see
selection,selection
series,series
shewn,shewn
ship,ship
soil,soil
sort,sort
sovereign,sovereign
spain,spain
spanish,spanish
specie,specie
spreading,spreading
station,station
stimulating,stimulating
stipulated,stipulated
stock,stock
submit,submit
successfully,successfully
sufficient,sufficient
superficially,superficially
supplication,supplication
supported,supported
surplus,surplus
talent,talent
thence,thence
thorough,thorough
transmitting,transmitting
tripoli,tripoli
trumbull,trumbull
tunis,tunis
unabated,unabated
understanding,understanding
undertaking,undertaking
unimproved,unimproved
universe,universe
unprotected,unprotected
unruly,unruly
unwelcome,unwelcome
upright,upright
utmost,utmost
vindicate,vindicate
virtually,virtually
virtue,virtue
vital,vital
wealth,wealth
whatever,whatever
withdrawn,withdrawn
york,york
youth,youth
abundant,abundant
acting,acting
activity,activity
adjacent,adjacent
adjournment,adjournment
affect,affect
afflicted,afflicted
alienate,alienate
ambition,ambition
amendment,amendment
answer,answer
apprehensive,apprehensive
arbitration,arbitration
arrival,arrival
ashore,ashore
assemble,assemble
asserted,asserted
attack,attack
attainment,attainment
authentic,authentic
avarice,avarice
award,award
awarded,awarded
beneficent,beneficent
benevolence,benevolence
british,british
cargo,cargo
colleague,colleague
comfort,comfort
commercial,commercial
concurrence,concurrence
confederacy,confederacy
confidently,confidently
conformably,conformably
consul,consul
consular,consular
contagious,contagious
continual,continual
contracted,contracted
convene,convene
counteract,counteract
deception,deception
decide,decide
decline,decline
demarcation,demarcation
destitute,destitute
detect,detect
determination,determination
direction,direction
directly,directly
disbursed,disbursed
discovered,discovered
distress,distress
diver,diver
embarked,embarked
exerted,exerted
faring,faring
feudal,feudal
fishery,fishery
forbore,forbore
forged,forged
funding,funding
gave,gave
growth,growth
guilty,guilty
happens,happens
health,health
hearty,hearty
hold,hold
illegal,illegal
impaired,impaired
importunity,importunity
indifferent,indifferent
indulging,indulging
ineffectual,ineffectual
injustice,injustice
insinuated,insinuated
inspection,inspection
intended,intended
introduced,introduced
involving,involving
irregular,irregular
island,island
kindly,kindly
loaned,loaned
manifestation,manifestation
member,member
memorable,memorable
merchandise,merchandise
mission,mission
moral,moral
mouth,mouth
neglect,neglect
obligated,obligated
obtained,obtained
offered,offered
paris,paris
passing,passing
philadelphia,philadelphia
plundered,plundered
portentous,portentous
postpone,postpone
poverty,poverty
precautionary,precautionary
prepare,prepare
proceeded,proceeded
propitious,propitious
prosecuted,prosecuted
raise,raise
realized,realized
reasonably,reasonably
reestablishment,reestablishment
register,register
regretted,regretted
religious,religious
remaining,remaining
requiring,requiring
residing,residing
rhode,rhode
run,run
sailing,sailing
sea,sea
secret,secret
seldom,seldom
shore,shore
short,short
sick,sick
sickness,sickness
singular,singular
sitting,sitting
solely,solely
sovereignty,sovereignty
successful,successful
suitable,suitable
summer,summer
supporting,supporting
supposed,supposed
sure,sure
sympathy,sympathy
thrown,thrown
transfer,transfer
tribunal,tribunal
unanimity,unanimity
unpleasant,unpleasant
unrestrained,unrestrained
whence,whence
withdrawing,withdrawing
abandon,abandon
acknowledged,acknowledged
actually,actually
adheres,adheres
adjoining,adjoining
advert,advert
adverting,adverting
affected,affected
alarming,alarming
alike,alike
apprehended,apprehended
armament,armament
asserting,asserting
assessment,assessment
assure,assure
attending,attending
augmenting,augmenting
averse,averse
belong,belong
bound,bound
claimant,claimant
coast,coast
come,come
commences,commences
complained,complained
concurred,concurred
consider,consider
considering,considering
